,P,I,D,P_pbest,I_pbest,D_pbest,P_gbest,I_gbest,D_gbest,V_p,V_i,V_d,erro,erro_gbest,I
0,1.0748646949532419,2.3718873368662563,7.39916060467482,1.0748646949532419,2.3718873368662563,7.39916060467482,0.09038785900023072,0.4168065391582033,0.2396099208530983,0.0,0.0,0.0,7.280556644013353,0.6277845198775911,0.0
1,0.8061456361571149,1.5442861193615989,5.536899463393635,0.8061456361571149,1.5442861193615989,5.536899463393635,0.12507903498195275,0.6182898753214005,0.687738480141179,-0.26871905879612695,-0.8276012175046573,-1.8622611412811847,5.817179359185746,0.6082524785482215,1.4633772848276063
2,0.41870498881172236,0.5316036472761518,2.878894837409829,0.41870498881172236,0.5316036472761518,2.878894837409829,0.12507903498195275,0.6182898753214005,0.687738480141179,-0.3874406473453925,-1.012682472085447,-2.6580046259838057,4.752410099012622,0.6082524785482215,1.064769260173124
3,0.047977477928668355,0.001,0.3154526219287006,0.41870498881172236,0.5316036472761518,2.878894837409829,0.12507903498195275,0.6182898753214005,0.687738480141179,-0.370727510883054,-0.7228168857767199,-2.5634422154811283,7.850907691706929,0.6082524785482215,-3.098497592694307
4,0.001,0.1291717373465529,0.36604026785703475,0.41870498881172236,0.5316036472761518,2.878894837409829,0.12507903498195275,0.6182898753214005,0.687738480141179,-0.20299668456917708,0.1281717373465529,0.050587645928334146,6.239131049121682,0.6082524785482215,-1.48672095010906
5,0.001,0.7425361289353913,2.326963943638206,0.41870498881172236,0.5316036472761518,2.878894837409829,0.12507903498195275,0.6182898753214005,0.687738480141179,-0.05753259662900199,0.6133643915888385,1.960923675781171,6.105452276940262,0.6082524785482215,-1.35304217792764
6,0.05256546932612933,0.9873816564836075,3.7752707303800466,0.05256546932612933,0.9873816564836075,3.7752707303800466,0.12507903498195275,0.6182898753214005,0.687738480141179,0.05156546932612933,0.24484552754821617,1.4483067867418407,4.611112739091726,0.6082524785482215,0.14129735992089643
7,0.11103259884698707,1.0147763220072237,4.058406941226245,0.05256546932612933,0.9873816564836075,3.7752707303800466,0.12507903498195275,0.6182898753214005,0.687738480141179,0.05846712952085774,0.027394665523616052,0.28313621084619855,4.636974286269404,0.6082524785482215,-0.02586154717767819
8,0.1502001446512368,0.8463710971407339,3.1867749493651516,0.1502001446512368,0.8463710971407339,3.1867749493651516,0.13145314090494317,0.5858460459947865,0.6323256403762872,0.039167545804249713,-0.1684052248664898,-0.8716319918610934,3.7072602194302315,0.5484603544460231,0.9038525196614944
9,0.17445869304967537,0.6097848567721885,1.8686165662761742,0.17445869304967537,0.6097848567721885,1.8686165662761742,0.13145314090494317,0.5858460459947865,0.6323256403762872,0.024258548398438586,-0.23658624036854536,-1.3181583830889774,2.5802986676267676,0.5484603544460231,1.126961551803464
10,0.18091397213969956,0.4222116879114627,0.5584278016947584,0.18091397213969956,0.4222116879114627,0.5584278016947584,0.28830568921140876,0.40875040643322796,0.08541134054469479,0.006455279090024201,-0.1875731688607258,-1.3101887645814159,0.5907437573265969,0.26585806022338226,1.9895549103001708
11,0.2150686667514477,0.27583354398529236,0.001,0.2150686667514477,0.27583354398529236,0.001,0.27893648835309776,0.4640387624476119,0.001,0.034154694611748124,-0.14637814392617032,-1.1056772517470779,0.5891619011028096,0.20844781480504312,0.001581856223787259
12,0.2581178057699035,0.24571869864256946,0.001,0.2581178057699035,0.24571869864256946,0.001,0.2719095877093645,0.5055050294583998,0.001,0.043049139018455834,-0.030114845342722893,-0.8292579388103084,0.5590107112326187,0.20030016300430525,0.030151189870190942
13,0.29416921246052313,0.33310218017586374,0.001,0.29416921246052313,0.33310218017586374,0.001,0.26663941222656456,0.5366047297164908,0.001,0.036051406690619625,0.08738348153329427,-0.6219434541077313,0.4745549515948821,0.1934570308934241,0.0844557596377366
14,0.31369333774530533,0.48478403557526023,0.001,0.31369333774530533,0.48478403557526023,0.001,0.23455735324921204,0.6318224556654923,0.001,0.019524125284782215,0.1516818553993965,-0.4664575905807985,0.3077723120046773,0.1692915648982389,0.16678263959020478
15,0.3067357738832465,0.6607879572694921,0.001,0.31369333774530533,0.48478403557526023,0.001,0.23455735324921204,0.6318224556654923,0.001,-0.006957563862058796,0.1760039216942319,-0.34984319293559885,0.4062954188144134,0.1692915648982389,-0.09852310680973608
16,0.28282955651807135,0.6448685992619331,0.001,0.31369333774530533,0.48478403557526023,0.001,0.23455735324921204,0.6318224556654923,0.001,-0.023906217365175175,-0.015919358007559094,-0.2623823947016991,0.4082150753653488,0.1692915648982389,-0.10044276336067148
17,0.25621960021462153,0.5040159554099242,0.001,0.31369333774530533,0.48478403557526023,0.001,0.23455735324921204,0.6318224556654923,0.001,-0.026609956303449835,-0.14085264385200885,-0.19678679602627433,0.3261050226692334,0.1692915648982389,-0.018332710664556107
18,0.23872144484736915,0.4376543260116964,0.001,0.31369333774530533,0.48478403557526023,0.001,0.23455735324921204,0.6318224556654923,0.001,-0.017498155367252383,-0.06636162939822779,-0.14759009701970574,0.3664235392887492,0.1692915648982389,-0.058651227284071905
19,0.2353823134837559,0.5064028310919103,0.001,0.31369333774530533,0.48478403557526023,0.001,0.21196584439480515,0.6251301048087923,0.001,-0.003339131363613257,0.06874850508021388,-0.11069257276477931,0.33661031868425456,0.16296749716119174,-0.028838006679577255
20,0.23789380304830843,0.5915589896230291,0.001,0.23789380304830843,0.5915589896230291,0.001,0.21196584439480515,0.6251301048087923,0.001,0.002511489564552513,0.08515615853111885,-0.08301942957358449,0.2871014158481258,0.16296749716119174,0.020670896156551488
