,P,I,D,P_pbest,I_pbest,D_pbest,P_gbest,I_gbest,D_gbest,V_p,V_i,V_d,erro,erro_gbest
0,34.806545193899524,99.00865511504892,20.420816638479216,34.806545193899524,99.00865511504892,20.420816638479216,34.03973147706776,37.760850093208425,14.932332865302275,20.806919556434814,39.89813326315954,25.230917403396692,118.1231834171263,115.77392200704162
1,55.61346475033434,100.0,45.65173404187591,34.806545193899524,99.00865511504892,20.420816638479216,34.03973147706776,37.760850093208425,14.932332865302275,7.667024267432872,7.204215618040841,-6.203460259423385,121.09987729791037,115.77392200704162
2,63.28048901776721,100.0,39.448273782452524,34.806545193899524,99.00865511504892,20.420816638479216,34.03973147706776,37.760850093208425,14.932332865302275,-5.0487151049805945,-17.316222615798182,-23.893920321418275,120.37838136830422,115.77392200704162
3,58.231773912786615,82.68377738420182,15.55435346103425,58.231773912786615,82.68377738420182,15.55435346103425,90.15176733079171,32.640748700234894,9.264511931316079,-12.701678646038443,-16.25107527574381,-14.493216304922958,113.91087988266226,106.14231695960599
4,45.53009526674817,66.43270210845802,1.0611371561112914,45.53009526674817,66.43270210845802,1.0611371561112914,90.15176733079171,32.640748700234894,9.264511931316079,2.4737868866627846,-11.582575856438716,1.5166681837620852,54.24026181011537,106.14231695960599
5,48.003882153410956,54.8501262520193,2.5778053398733767,45.53009526674817,66.43270210845802,1.0611371561112914,48.587588772915545,46.37039779691112,0.4639607038491068,11.08209104710393,-7.593774806746685,1.4767541662531818,79.74119395219707,32.83278080818173
6,59.085973200514886,47.256351445272614,4.054559506126559,45.53009526674817,66.43270210845802,1.0611371561112914,48.587588772915545,46.37039779691112,0.4639607038491068,3.9488943544914243,8.7729634290772,-1.8617849298347953,90.38140528032628,32.83278080818173
7,63.03486755500631,56.029314874349815,2.1927745762917636,45.53009526674817,66.43270210845802,1.0611371561112914,48.587588772915545,46.37039779691112,0.4639607038491068,-2.874465003987182,11.191238097862325,-2.5993837457730544,72.73646729839815,32.83278080818173
8,60.160402551019125,67.22055297221215,0.001,45.53009526674817,66.43270210845802,1.0611371561112914,58.323821795983314,48.05143199200017,0.2571464940685073,-6.919427469970296,0.4311357564396623,-1.0732108313142115,104.0229198524733,21.89805669330424
9,53.24097508104883,67.6516887286518,0.001,45.53009526674817,66.43270210845802,1.0611371561112914,58.323821795983314,48.05143199200017,0.2571464940685073,-5.1566466060098355,-7.5303435183359095,0.02659038188923272,107.20655301065183,21.89805669330424
10,48.084328475038994,60.121345210315894,0.02759038188923272,48.084328475038994,60.121345210315894,0.02759038188923272,58.323821795983314,48.05143199200017,0.2571464940685073,-1.9104471912020697,-5.040807661663429,0.8262145659824289,27.661242904996637,21.89805669330424
11,46.17388128383693,55.080537548652465,0.8538049478716616,48.084328475038994,60.121345210315894,0.02759038188923272,58.323821795983314,48.05143199200017,0.2571464940685073,1.609126046963786,-2.374796305062312,-0.11442426694781402,47.77256134440914,21.89805669330424
12,47.783007330800714,52.705741243590154,0.7393806809238476,48.084328475038994,60.121345210315894,0.02759038188923272,55.541613835726814,46.95443318921867,0.09454993432127454,3.648388336742947,2.292891848317197,-0.7113472370081899,43.57246894870847,16.335477563313365
13,51.43139566754366,54.99863309190735,0.028033443915657652,51.43139566754366,54.99863309190735,0.028033443915657652,55.541613835726814,46.95443318921867,0.09454993432127454,3.1836510874169175,2.8305277124362838,-0.5194168016072861,25.503403812917284,16.335477563313365
14,54.61504675496058,57.82916080434364,0.001,51.43139566754366,54.99863309190735,0.028033443915657652,55.541613835726814,46.95443318921867,0.09454993432127454,2.1347384264143527,-3.894961223775455,-0.349497605903513,106.37367656800691,16.335477563313365
15,56.74978518137493,53.93419958056818,0.001,51.43139566754366,54.99863309190735,0.028033443915657652,59.36730265739211,46.65632561548062,0.07032503681412294,0.5515130953696592,-4.5629315600939275,-0.22205820912568308,105.31941379468492,15.636902471570316
16,57.30129827674459,49.371268020474254,0.001,51.43139566754366,54.99863309190735,0.028033443915657652,59.36730265739211,46.65632561548062,0.07032503681412294,0.02851107301156547,-0.04243069302213365,-0.13172958291891665,104.98464762247288,15.636902471570316
17,57.329809349756154,49.32883732745212,0.001,51.43139566754366,54.99863309190735,0.028033443915657652,59.36730265739211,46.65632561548062,0.07032503681412294,-0.37437885904513485,3.395617555903608,-0.0639831132638418,104.97124775781934,15.636902471570316
