,P,I,D,P_pbest,I_pbest,D_pbest,P_gbest,I_gbest,D_gbest,V_p,V_i,V_d,erro,erro_gbest,I
0,94.09009835657204,84.40303932550535,94.03545510008456,94.09009835657204,84.40303932550535,94.03545510008456,0.09038785900023072,0.4168065391582033,0.2396099208530983,0.0,0.0,0.0,10.346170954936271,0.6277845198775911,0.0
1,68.4322943234647,48.85100045882841,69.63834340903779,94.09009835657204,84.40303932550535,94.03545510008456,0.12507903498195275,0.6182898753214005,0.687738480141179,-25.657804033107332,-35.55203886667694,-24.39711169104678,10.684043577079855,0.6082524785482215,-0.3378726221435837
2,34.28161639701441,29.172617952888384,51.26354494024082,94.09009835657204,84.40303932550535,94.03545510008456,0.12507903498195275,0.6182898753214005,0.687738480141179,-34.15067792645029,-19.678382505940025,-18.374798468796964,10.672441221364283,0.6082524785482215,-0.32627026642801127
3,8.057626232125862,44.89727176020814,55.63452422975536,8.057626232125862,44.89727176020814,55.63452422975536,0.12507903498195275,0.6182898753214005,0.687738480141179,-26.223990164888548,15.724653807319756,4.370979289514537,8.806650410188697,0.6082524785482215,1.5395205447475746
4,0.001,37.94711767872207,44.62062383275357,0.001,37.94711767872207,44.62062383275357,0.12507903498195275,0.6182898753214005,0.687738480141179,-21.833230584404077,-6.950154081486071,-11.013900397001784,2.5196701795944865,0.6082524785482215,6.28698023059421
5,0.001,16.932913060862397,24.932874554824842,0.001,16.932913060862397,24.932874554824842,0.12507903498195275,0.6182898753214005,0.687738480141179,-16.34105479607866,-21.014204617859676,-19.68774927792873,1.3493754818711208,0.6082524785482215,1.1702946977233657
6,0.001,0.001,3.8606927177510997,0.001,16.932913060862397,24.932874554824842,0.12507903498195275,0.6182898753214005,0.687738480141179,-12.221922954834596,-22.666762933301,-21.072181837073742,6.979526055364204,0.6082524785482215,-5.630150573493083
7,0.001,0.001,2.6552160390204484,0.001,16.932913060862397,24.932874554824842,0.12507903498195275,0.6182898753214005,0.687738480141179,-9.13257407390155,-3.687924110701508,-1.205476678730651,6.979384886997859,0.6082524785482215,-5.630009405126738
8,0.001,10.547205006248111,17.545682625522048,0.001,10.547205006248111,17.545682625522048,0.13145314090494317,0.5858460459947865,0.6323256403762872,-6.815562413201763,10.546205006248112,14.8904665865016,0.8130443809744275,0.5484603544460231,0.5363311008966932
9,0.001,14.240136458116286,24.314221928038428,0.001,10.547205006248111,17.545682625522048,0.13145314090494317,0.5858460459947865,0.6323256403762872,-5.076063815928523,3.6929314518681737,6.768539302516382,1.2423708759233552,0.5484603544460231,-0.4293264949489276
