,P,I,D,P_pbest,I_pbest,D_pbest,P_gbest,I_gbest,D_gbest,V_p,V_i,V_d,erro,erro_gbest,I
0,22.080770318241207,28.683937386263313,15.402425036187806,22.080770318241207,28.683937386263313,15.402425036187806,0.09038785900023072,0.4168065391582033,0.2396099208530983,0.0,0.0,0.0,10.597063808110773,0.6277845198775911,0.0
1,16.0783590260611,16.718236566198794,11.458445500499119,16.0783590260611,16.718236566198794,11.458445500499119,0.12507903498195275,0.6182898753214005,0.687738480141179,-6.002411292180105,-11.96570082006452,-3.943979535688687,10.308190706398584,0.6082524785482215,0.2888731017121895
2,7.2220038298169555,0.9287257451423638,5.698906668319946,7.2220038298169555,0.9287257451423638,5.698906668319946,0.12507903498195275,0.6182898753214005,0.687738480141179,-8.856355196244145,-15.78951082105643,-5.759538832179173,9.115748327553982,0.6082524785482215,1.1924423788446017
3,0.001,0.001,0.0758042970270818,0.001,0.001,0.0758042970270818,0.12507903498195275,0.6182898753214005,0.687738480141179,-8.579416040088454,-11.973543083156398,-5.623102371292864,6.99465965881602,0.6082524785482215,2.121088668737962
4,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.12507903498195275,0.6182898753214005,0.687738480141179,-6.400693887841942,-8.718853609232275,-4.058157397518115,6.995319646502147,0.6082524785482215,-0.0006599876861272946
5,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.12507903498195275,0.6182898753214005,0.687738480141179,-4.766652273657058,-6.277836503789183,-2.8102377452245695,6.995319646502147,0.6082524785482215,-0.0006599876861272946
6,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.12507903498195275,0.6182898753214005,0.687738480141179,-3.541121063018395,-4.447073674706864,-1.874298006004411,6.995319646502147,0.6082524785482215,-0.0006599876861272946
7,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.12507903498195275,0.6182898753214005,0.687738480141179,-2.6219726550393982,-3.0740015528951252,-1.1723432015892918,6.995319646502147,0.6082524785482215,-0.0006599876861272946
8,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.13145314090494317,0.5858460459947865,0.6323256403762872,-1.9326113490551506,-2.0441974615363208,-0.6458770982779526,6.995319646502147,0.5484603544460231,-0.0006599876861272946
9,0.001,0.001,0.001,0.001,0.001,0.0758042970270818,0.13145314090494317,0.5858460459947865,0.6323256403762872,-1.413850517818564,-1.2855781234506072,-0.26544088034442404,6.995319646502147,0.5484603544460231,-0.0006599876861272946
10,0.001,0.001,0.02088628310572241,0.001,0.001,0.0758042970270818,0.28830568921140876,0.40875040643322796,0.08541134054469479,-1.0247798943911242,-0.7166136198863221,0.019886283105722408,6.994715474915221,0.26585806022338226,-5.581609920124464e-05
11,0.001,0.001,0.09278225479326822,0.001,0.001,0.09278225479326822,0.27893648835309776,0.4640387624476119,0.001,-0.6901630508496736,-0.36485623189892075,0.07189597168754581,6.994510780541629,0.20844781480504312,0.0001488782743912509
12,0.001,0.001,0.1228308741668498,0.001,0.001,0.1228308741668498,0.2719095877093645,0.5055050294583998,0.001,-0.4417577996822826,-0.07763419103021846,0.030048619373581584,6.9942414184001045,0.20030016300430525,0.0002693621415241765
13,0.001,0.15633533952992168,0.11367807315668303,0.001,0.15633533952992168,0.11367807315668303,0.26663941222656456,0.5366047297164908,0.001,-0.25737189742326216,0.15533533952992168,-0.009152801010166769,6.289269029414683,0.1934570308934241,0.7049723889854214
14,0.001,0.4338078949222197,0.07750492967328451,0.001,0.4338078949222197,0.07750492967328451,0.23455735324921204,0.6318224556654923,0.001,-0.12052099781638884,0.27747255539229804,-0.03617314348339852,6.25976364996304,0.1692915648982389,0.029505379451642888
15,0.001,0.7257334465043894,0.0304754772483197,0.001,0.7257334465043894,0.0304754772483197,0.23455735324921204,0.6318224556654923,0.001,-0.026639820104759335,0.2919255515821697,-0.04702945242496481,6.113776756784314,0.1692915648982389,0.14598689317872626
16,0.0447710631789628,0.9049243424762233,0.001,0.0447710631789628,0.9049243424762233,0.001,0.23455735324921204,0.6318224556654923,0.001,0.0437710631789628,0.17919089597183394,-0.04293891623627019,2.5237777499821954,0.1692915648982389,3.5899990068021186
17,0.1294027056268775,0.9237113183877325,0.001,0.1294027056268775,0.9237113183877325,0.001,0.23455735324921204,0.6318224556654923,0.001,0.08463164244791468,0.01878697591150917,-0.032204187177202644,1.146038809050102,0.1692915648982389,1.3777389409320935
18,0.2215790507749472,0.8142426782542016,0.001,0.2215790507749472,0.8142426782542016,0.001,0.23455735324921204,0.6318224556654923,0.001,0.09217634514806969,-0.1094686401335308,-0.024153140382901984,0.640690449185059,0.1692915648982389,0.5053483598650429
